group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,22749,-100,閻騤,閻騤 (22749) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,5377,-40,高氏(閻騤妻),高氏(閻騤妻) (5377) - Mother,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,37172,40,閻晟,閻晟 (37172) - Fourth son,,0,,,,
x5,y2,2071,100,閻彥昭,閻彥昭 (2071) - Ego,entry,7,宋,1095,1173,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,37169,40,閻果,閻果 (37169) - First son,,0,,,,
x4,y1,37170,40,閻晃,閻晃 (37170) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,37171,40,閻昂,閻昂 (37171) - Third son,,0,,,,
x7,y1,22750,40,閻一德,閻一德 (22750) - Grandson,,0,,,,
