group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,703,-100,夏竦,夏竦 (703) - Father,,6,宋,985,1051,科舉: 制舉 (籠統) (1007)
x5,y3,,0,,,,0,,,,
x6,y3,26504,60,李允及,李允及 (26504) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,18294,40,趙仲汾,趙仲汾 (18294) - Granddaughter's husband,,0,,,,
x2,y2,15980,40,趙世覃,趙世覃 (15980) - Granddaughter's husband,,0,,,,
x3,y2,7313,40,龐元中,龐元中 (7313) - Granddaughter's husband,,0,,,,
x4,y2,3563,40,梁子雅,梁子雅 (3563) - Granddaughter's husband,,0,,,,
x5,y2,698,100,夏安期,夏安期 (698) - Ego,entry,27,宋,0,0,恩蔭(籠統)
x6,y2,5048,-80,李氏(夏安期妻),李氏(夏安期妻) (5048) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,18438,40,夏伯孫,夏伯孫 (18438) - First son,,0,,,,
x2,y1,7237,40,夏伯卿,夏伯卿 (7237) - Second son,,0,,,,
x3,y1,30535,40,夏忱,夏忱 (30535) - Grandson,,0,,,,
x4,y1,30536,40,夏懌,夏懌 (30536) - Grandson,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,30537,40,夏惇,夏惇 (30537) - Grandson,,0,,,,
x7,y1,30538,40,夏忭,夏忭 (30538) - Grandson,,0,,,,
x8,y1,30539,40,夏恪,夏恪 (30539) - Grandson,,0,,,,
x9,y1,30540,40,夏恢,夏恢 (30540) - Grandson,,0,,,,
