group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,18443,-100,夏承皓,夏承皓 (18443) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x3,y2,701,-20,夏珙,夏珙 (701) - Lineal descendant,,2,宋,0,0,
x4,y2,698,40,夏安期,夏安期 (698) - Only son,,27,宋,0,0,恩蔭(籠統)
x5,y2,703,100,夏竦,夏竦 (703) - Ego,entry,6,宋,985,1051,科舉: 制舉 (籠統) (1007)
x6,y2,119404,-80,楊氏(夏竦妻),楊氏(夏竦妻) (119404) - Wife,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,7191,20,賈守訥,賈守訥 (7191) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,13071,40,夏倪,夏倪 (13071) - Grandson,,0,,,,
