group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,1575,-100,宋綬,宋綬 (1575) - Father,,8,宋,991,1040,科舉: 制舉 (籠統) (1008)
x5,y3,,0,,,,0,,,,
x6,y3,18398,60,畢從善,畢從善 (18398) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,12783,40,曾說,曾說 (12783) - Granddaughter's husband,,0,,,,
x2,y2,18410,40,宋表微,宋表微 (18410) - Fifth son,,0,,,,
x3,y2,1556,-20,宋昌言,宋昌言 (1556) - Younger cousin (paternal),,2,宋,0,0,恩蔭(籠統)
x4,y2,18436,-20,宋敏修,宋敏修 (18436) - Younger brother,,0,,,,
x5,y2,1571,100,宋敏求,宋敏求 (1571) - Ego,entry,10,宋,1019,1079,科舉學校: 恩賜出身、特賜出身等 (1039)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,1304,20,呂希純,呂希純 (1304) - Son-in-law,,5,宋,0,0,科舉: 進士(籠統)
x5,y1,,0,,,,0,,,,
x6,y1,3791,40,宋慶曾,宋慶曾 (3791) - First son,,0,,,,
x7,y1,1568,40,宋輝,宋輝 (1568) - Grandson,,2,宋,0,0,
