group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,45936,-40,安某,安某 (45936) - Great-grandfather,,0,,,,
x4,y4,45938,-40,安某,安某 (45938) - Grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,45937,-40,某氏(安燾曾祖母),某氏(安燾曾祖母) (45937) - Great-grandmother,,0,,,,
x7,y4,45939,-40,李氏(安燾祖母),李氏(安燾祖母) (45939) - Grandmother,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,3001,-100,安日華,安日華 (3001) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,39327,-40,張氏(安燾母),張氏(安燾母) (39327) - Mother,,0,,,,
x7,y3,39328,-40,王氏(安燾母),王氏(安燾母) (39328) - Mother,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,3,100,安燾,安燾 (3) - Ego,entry,9,宋,,,科舉: 進士(籠統)
x6,y2,45940,-80,某氏(安燾妻),某氏(安燾妻) (45940) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,3000,40,安扶,安扶 (3000) - Son,,0,,,,
x6,y1,,0,,,,0,,,,
x7,y1,,0,,,,0,,,,
