group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,11548,-100,劉若思,劉若思 (11548) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,11514,60,陳象,陳象 (11514) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,8078,-20,李綱,李綱 (8078) - Marriage relative,,0,,,,
x5,y2,1201,100,劉彝,劉彝 (1201) - Ego,entry,7,宋,1022,1091,科舉: 進士(籠統) (1046)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,5021,20,劉氏(周楙母),劉氏(周楙母) (5021) - Daughter,,0,,,,
x4,y1,11556,40,劉康夫,劉康夫 (11556) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,20228,40,劉淮夫,劉淮夫 (20228) - Son,,0,,,,
x7,y1,476,20,周池,周池 (476) - Son-in-law,,9,宋,0,0,科舉: 進士(籠統) (1070)
