group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,3657,-40,呂宗簡,呂宗簡 (3657) - Great-grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,17920,-100,呂希樸,呂希樸 (17920) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,37193,60,王有,王有 (37193) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,17921,-20,呂和問,呂和問 (17921) - Elder brother,,0,,,,
x5,y2,1313,100,呂廣問,呂廣問 (1313) - Ego,entry,9,宋,1098,1170,科舉: 正奏名進士 (1124)
x6,y2,37192,-80,王氏(呂廣問妻),王氏(呂廣問妻) (37192) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,37174,20,胡璉,胡璉 (37174) - Son-in-law,,0,,,,
x4,y1,3658,40,呂得中,呂得中 (3658) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,37194,40,呂庶中,呂庶中 (37194) - Second son,,0,,,,
x7,y1,37195,40,呂自中,呂自中 (37195) - Third son,,0,,,,
