group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,1490,-100,蘇耆,蘇耆 (1490) - Father,,9,宋,987,1035,科舉學校: 恩賜出身、特賜出身等
x5,y3,,0,,,,0,,,,
x6,y3,19231,60,劉逵,劉逵 (19231) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,37581,40,蘇汶,蘇汶 (37581) - Sixth son,,0,,,,
x2,y2,37580,40,蘇鴻,蘇鴻 (37580) - Fifth son,,0,,,,
x3,y2,37579,40,蘇洞,蘇洞 (37579) - Fourth son,,0,,,,
x4,y2,7064,-20,蘇舜欽,蘇舜欽 (7064) - Younger brother,,0,,,,
x5,y2,1505,100,蘇舜元,蘇舜元 (1505) - Ego,entry,11,宋,1006,1054,科舉: 進士(籠統) (1042)
x6,y2,5111,-80,劉氏(蘇舜元妻),劉氏(蘇舜元妻) (5111) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,19266,20,郭逢原,郭逢原 (19266) - Son-in-law,,0,,,,
x4,y1,1497,40,蘇涓,蘇涓 (1497) - First son,,1,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,1501,40,蘇澥,蘇澥 (1501) - Second son,,1,宋,0,0,恩蔭(籠統)
x7,y1,3755,40,蘇注,蘇注 (3755) - Third son,,0,,,,
