group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,18724,-40,薛筠,薛筠 (18724) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x8,y4,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,18722,40,薛寅,薛寅 (18722) - Only son,,0,,,,
x5,y2,809,100,薛顏,薛顏 (809) - Ego,entry,7,宋,953,1025,科舉: 正奏名諸科(不含明經、明法)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,59,20,陳榮古,陳榮古 (59) - Son-in-law,,4,宋,0,0,
x4,y1,449,20,賈黯,賈黯 (449) - Son-in-law,,7,宋,,,科舉: 進士(籠統) (1046)
x5,y1,,0,,,,0,,,,
x6,y1,18720,20,陳蘊古,陳蘊古 (18720) - Son-in-law,,0,,,,
x7,y1,18721,20,許怡,許怡 (18721) - Son-in-law,,0,,,,
x8,y1,800,40,薛向,薛向 (800) - Grandson,,5,宋,,,恩蔭(籠統)
