group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,12016,-100,蔡琇,蔡琇 (12016) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,3465,60,葛惟明,葛惟明 (3465) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,12558,-20,蔡銑,蔡銑 (12558) - 6th generation descendant,,0,,,,
x2,y2,7028,40,范雩,范雩 (7028) - Granddaughter's husband,,0,,,,
x3,y2,12045,-20,蔡袤,蔡袤 (12045) - Younger brother,,0,,,,
x4,y2,3861,-20,蔡高,蔡高 (3861) - Younger brother,,0,,,,
x5,y2,1651,100,蔡襄,蔡襄 (1651) - Ego,entry,21,宋,1012,1067,科舉: 進士(籠統) (1030)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,27106,40,蔡C,蔡C (27106) - Nephew (brother's son),,0,,,,
x2,y1,51576,40,蔡力,蔡力 (51576) - Nephew (brother's son),,0,,,,
x3,y1,729,20,謝仲規,謝仲規 (729) - Son-in-law,,3,宋,0,0,科舉: 進士(籠統) (1049)
x4,y1,12019,40,蔡勻,蔡勻 (12019) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,12020,40,蔡旬,蔡旬 (12020) - Second son,,0,,,,
x7,y1,3864,40,蔡旻,蔡旻 (3864) - Third son,,0,,,,
x8,y1,12021,40,蔡伷,蔡伷 (12021) - Grandson,,0,,,,
x9,y1,12030,40,蔡傳,蔡傳 (12030) - Grandson,,0,,,,
