group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,24280,-100,趙脩己,趙脩己 (24280) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,118683,-40,某氏(趙晟母),某氏(趙晟母) (118683) - Mother,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,387,100,趙晟,趙晟 (387) - Ego,entry,5,宋,0,0,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,353,40,趙稹,趙稹 (353) - Son,,6,宋,963,1038,科舉: 進士(籠統) (978)
x5,y1,,0,,,,0,,,,
x6,y1,3194,40,趙積,趙積 (3194) - Son,,0,,,,
x7,y1,25457,40,趙和,趙和 (25457) - Son,,0,,,,
