group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,12104,-100,蔡黃裳,蔡黃裳 (12104) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,51601,-100,蔡徙陳,蔡徙陳 (51601) - Father,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,1658,-20,蔡碩,蔡碩 (1658) - Younger brother,,3,宋,0,0,科舉: 進士(籠統) (1065)
x4,y2,1760,-20,王安禮,王安禮 (1760) - Marriage relative,,12,宋,1034,1095,科舉: 進士(籠統) (1061)
x5,y2,1647,100,蔡確,蔡確 (1647) - Ego,entry,7,宋,,,科舉: 進士(籠統) (1059)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,8130,40,蔡懋,蔡懋 (8130) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,99146,40,蔡渭,蔡渭 (99146) - First son,,0,,,,
x7,y1,3855,40,蔡莊,蔡莊 (3855) - Second son,,0,,,,
