group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3202,-100,趙剛,趙剛 (3202) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,352,100,趙瞻,趙瞻 (352) - Ego,entry,5,宋,1019,1090,科舉: 進士(籠統) (1046)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,119602,40,趙孝諶,趙孝諶 (119602) - First son,,0,,,,
x4,y1,119579,40,趙獻誠,趙獻誠 (119579) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,119594,40,趙彥詒,趙彥詒 (119594) - Third son,,0,,,,
x7,y1,355,40,趙戩,趙戩 (355) - Grandson,,1,宋,0,0,
