group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,11565,-100,周逷,周逷 (11565) - Father,,0,,,,
x4,y3,42970,-40,葉氏(周綰母),葉氏(周綰母) (42970) - Mother,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,42973,-20,宋氏(周綰繼母),宋氏(周綰繼母) (42973) - Stepmother,,0,,,,
x7,y3,46087,-20,宋氏(周綰繼母),宋氏(周綰繼母) (46087) - Stepmother,,0,,,,
x2,y2,11566,-20,周縡,周縡 (11566) - Cousin (father's brother's son),,0,,,,
x3,y2,1066,-20,李南公,李南公 (1066) - Second wife's father,,4,宋,0,0,科舉: 進士(籠統)
x4,y2,1066,-20,李南公,李南公 (1066) - First wife's father,,4,宋,0,0,科舉: 進士(籠統)
x5,y2,505,100,周綰,周綰 (505) - Ego,entry,8,宋,0,0,科舉: 正奏名進士 (1106)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,3251,40,周元卿,周元卿 (3251) - Son,,0,,,,
x6,y1,,0,,,,0,,,,
x7,y1,,0,,,,0,,,,
