group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,17818,-100,王世規,王世規 (17818) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x2,y2,,0,,,,0,,,,
x3,y2,1814,-20,王夏,王夏 (1814) - Younger brother,,3,宋,0,0,
x4,y2,22013,-20,王振,王振 (22013) - Elder brother,,0,,,,
x5,y2,1865,100,王韶,王韶 (1865) - Ego,entry,9,宋,1030,1081,科舉: 進士(籠統) (1057)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x2,y1,12047,40,王寀,王寀 (12047) - Son,,0,,,,
x3,y1,17819,40,王厚,王厚 (17819) - Son,,0,,,,
x4,y1,1927,40,王彥融,王彥融 (1927) - Grandson,,4,宋,1108,0,特賜補官、准赦文除授等 (1126)
x5,y1,,0,,,,0,,,,
x6,y1,17821,40,王彥隆,王彥隆 (17821) - Grandson,,0,,,,
x7,y1,12053,40,王遂,王遂 (12053) - Great-grandson,,0,,,,
x8,y1,35278,40,王阮,王阮 (35278) - Great-grandson,,0,,,,
