group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,,0,,,,0,,,,
x5,y3,566,-100,范正辭,范正辭 (566) - Father,,3,宋,936,1010,科舉: 正奏名諸科(不含明經、明法) (979)
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,16792,-20,范識,范識 (16792) - Elder brother,,0,,,,
x5,y2,569,100,范諷,范諷 (569) - Ego,entry,5,宋,0,0,科舉: 進士(籠統)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,576,40,范寬之,范寬之 (576) - Son,,2,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,17229,40,范隱之,范隱之 (17229) - Son,,0,,,,
x7,y1,26309,20,崔A,崔A (26309) - Son-in-law,,0,,,,
