group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3303,-100,方鼎,方鼎 (3303) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,602,40,方澤,方澤 (602) - Fourth son,,3,宋,,,
x2,y2,11224,-20,方倪,方倪 (11224) - Younger cousin (paternal),,0,,,,
x3,y2,11223,-20,方任,方任 (11223) - Younger brother,,0,,,,
x4,y2,37,-20,陳靖,陳靖 (37) - Wife's grandfather,,9,宋,0,0,薦舉 (保任)
x5,y2,597,100,方偕,方偕 (597) - Ego,entry,16,宋,992,1055,科舉: 進士(籠統) (1011)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,11267,40,方符,方符 (11267) - Nephew (brother's son),,0,,,,
x4,y1,37535,40,方浹,方浹 (37535) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,37536,40,方洽,方洽 (37536) - Second son,,0,,,,
x7,y1,604,40,方沃,方沃 (604) - Third son,,2,宋,0,0,
