group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,8153,-100,王旦,王旦 (8153) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,2068,-20,閻詢,閻詢 (2068) - Marriage relative,,4,宋,,,科舉: 進士(籠統)
x2,y2,279,-20,張士遜,張士遜 (279) - Third wife's father,,9,宋,964,1049,科舉: 進士(籠統) (992)
x3,y2,1610,-20,滕涉,滕涉 (1610) - Second wife's father,,3,宋,0,0,
x4,y2,7042,-20,李維,李維 (7042) - First wife's father,,0,,,,
x5,y2,1881,100,王素,王素 (1881) - Ego,entry,9,宋,1007,1073,科舉學校: 恩賜出身、特賜出身等
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,1788,40,王靖,王靖 (1788) - Nephew (brother's son),,4,宋,1036,1081,科舉: 鄉貢舉人 (宋代賓貢)
x5,y1,,0,,,,0,,,,
x6,y1,3947,40,王震,王震 (3947) - Grandson,,0,,,,
x7,y1,17887,40,王珉,王珉 (17887) - Great-grandson,,0,,,,
