group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,11141,-100,葉霆,葉霆 (11141) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,12820,40,葉大有,葉大有 (12820) - Great-grand-nephew,,0,,,,
x2,y2,7029,40,方信孺,方信孺 (7029) - Granddaughter's husband,,0,,,,
x3,y2,12816,40,葉槃,葉槃 (12816) - Grand-nephew (brother's grandson),,0,,,,
x4,y2,12814,-20,葉顗,葉顗 (12814) - Elder brother,,0,,,,
x5,y2,2058,100,葉顒,葉顒 (2058) - Ego,entry,17,宋,,,科舉: 進士(籠統) (1132)
x6,y2,49805,-80,陳氏(葉顒妻),陳氏(葉顒妻) (49805) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,22691,40,葉日新,葉日新 (22691) - Nephew (brother's son),,0,,,,
x2,y1,22712,40,葉元潮,葉元潮 (22712) - Nephew (brother's son),,0,,,,
x3,y1,22713,40,葉元璘,葉元璘 (22713) - Nephew (brother's son),,0,,,,
x4,y1,22714,40,葉元汴,葉元汴 (22714) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7044,20,林澧,林澧 (7044) - Son-in-law,,0,,,,
x7,y1,7101,20,姚宗之,姚宗之 (7101) - Son-in-law,,0,,,,
x8,y1,7110,20,方崧卿,方崧卿 (7110) - Son-in-law,,0,,,,
x9,y1,11144,40,葉元泳,葉元泳 (11144) - First son,,0,,,,
