group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y4,,0,,,,0,,,,
x2,y4,,0,,,,0,,,,
x3,y4,48292,-40,馮碧,馮碧 (48292) - Great-grandfather,,0,,,,
x4,y4,48294,-40,馮禹謀,馮禹謀 (48294) - Grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,48293,-40,李氏(馮碧妻),李氏(馮碧妻) (48293) - Great-grandmother,,0,,,,
x7,y4,48295,-40,吳氏(馮禹謀妻),吳氏(馮禹謀妻) (48295) - Grandmother,,0,,,,
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,4223,-100,馮式,馮式 (4223) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,5031,-40,朱氏(馮京母),朱氏(馮京母) (5031) - Mother,,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,48297,-20,馮襄,馮襄 (48297) - Eldest brother,,0,,,,
x2,y2,628,-20,富弼,富弼 (628) - Third wife's father,,15,宋,1004,1083,科舉: 制舉 (籠統) (1030)
x3,y2,628,-20,富弼,富弼 (628) - Second wife's father,,15,宋,1004,1083,科舉: 制舉 (籠統) (1030)
x4,y2,1879,-20,王絲,王絲 (1879) - First wife's father,,6,宋,989,1049,科舉: 進士(籠統) (1015)
x5,y2,607,100,馮京,馮京 (607) - Ego,entry,15,宋,1021,1094,科舉: 進士(籠統) (1049)
x6,y2,48296,-80,富氏(馮京妻),富氏(馮京妻) (48296) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,8130,20,蔡懋,蔡懋 (8130) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,3315,40,馮諶,馮諶 (3315) - First son,,0,,,,
x7,y1,,0,,,,0,,,,
