group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,20226,-100,劉惟新,劉惟新 (20226) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,34068,40,王頤,王頤 (34068) - Granddaughter's husband,,0,,,,
x2,y2,20223,40,范直清,范直清 (20223) - Granddaughter's husband,,0,,,,
x3,y2,34074,40,劉民獻,劉民獻 (34074) - Fifth son,,0,,,,
x4,y2,34073,40,劉民則,劉民則 (34073) - Fourth son,,0,,,,
x5,y2,1254,100,劉昱,劉昱 (1254) - Ego,entry,13,宋,1034,1114,科舉: 正奏名諸科(不含明經、明法)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,34071,40,劉民質,劉民質 (34071) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,34072,40,劉民師,劉民師 (34072) - Second son,,0,,,,
x7,y1,1212,40,劉民詹,劉民詹 (1212) - Third son,,1,宋,0,0,
