group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,8049,-100,韓億,韓億 (8049) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,7025,60,范令孫,范令孫 (7025) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,649,-20,韓繹,韓繹 (649) - Younger brother,,7,宋,0,0,
x2,y2,634,-20,韓縝,韓縝 (634) - Younger brother,,13,宋,1019,1097,科舉: 進士(籠統) (1042)
x3,y2,16869,-20,韓綱,韓綱 (16869) - Elder brother,,0,,,,
x4,y2,657,-20,韓綜,韓綜 (657) - Elder brother,,14,宋,1009,1053,科舉: 進士(籠統) (1030)
x5,y2,636,100,韓絳,韓絳 (636) - Ego,entry,16,宋,1012,1088,科舉: 進士(籠統) (1042)
x6,y2,5035,-80,范氏(韓絳妻),范氏(韓絳妻) (5035) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,664,40,韓宗彥,韓宗彥 (664) - Nephew (brother's son),,6,宋,0,0,科舉: 進士(籠統) (1042)
x3,y1,16820,40,韓宗武,韓宗武 (16820) - Nephew (brother's son),,0,,,,
x4,y1,660,40,韓宗古,韓宗古 (660) - Son,,1,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,662,40,韓宗師,韓宗師 (662) - Son,,6,宋,0,1098,科舉: 進士(籠統)
x7,y1,3328,40,韓宗厚,韓宗厚 (3328) - Son,,0,,,,
x8,y1,3286,20,范紳,范紳 (3286) - Son-in-law,,0,,,,
