group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,11464,-100,林概,林概 (11464) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x2,y2,12474,40,林穎,林穎 (12474) - Grand-nephew (brother's grandson),,0,,,,
x3,y2,1174,-20,林顏,林顏 (1174) - Younger brother,,2,宋,0,0,科舉: 進士(籠統) (1053)
x4,y2,8085,-20,林希,林希 (8085) - Elder brother,,0,,,,
x5,y2,1171,100,林旦,林旦 (1171) - Ego,entry,7,宋,0,0,科舉: 進士(籠統) (1057)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,3570,40,林膚,林膚 (3570) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7127,20,陳侁,陳侁 (7127) - Son-in-law,,0,,,,
x7,y1,11465,40,林虙,林虙 (11465) - First son,,0,,,,
