group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,25667,-100,王奇,王奇 (25667) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,24391,60,孫祉,孫祉 (24391) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x1,y2,36928,40,王薳,王薳 (36928) - Fifth son,,0,,,,
x2,y2,36927,40,王著,王著 (36927) - Fourth son,,0,,,,
x3,y2,13953,-20,王之深,王之深 (13953) - Younger brother,,0,,,,
x4,y2,13952,-20,王之義,王之義 (13952) - Elder brother,,0,,,,
x5,y2,1786,100,王之道,王之道 (1786) - Ego,entry,21,宋,1093,1169,科舉: 進士(籠統) (1124)
x6,y2,36923,-80,孫氏(王之道妻),孫氏(王之道妻) (36923) - Wife,,0,,,,
x7,y2,45894,-80,孫氏(王之道妻),孫氏(王之道妻) (45894) - Wife,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,36924,40,王蘩,王蘩 (36924) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,36925,40,王蘧,王蘧 (36925) - Second son,,0,,,,
x7,y1,36926,40,王邁,王邁 (36926) - Third son,,0,,,,
