group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,8150,-100,王化基,王化基 (8150) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,38348,-40,宋氏(王化基妻),宋氏(王化基妻) (38348) - Mother,,0,,,,
x3,y2,38343,-20,王舉直,王舉直 (38343) - Elder brother,,0,,,,
x4,y2,8145,-20,王舉正,王舉正 (8145) - Elder brother,,0,,,,
x5,y2,1795,100,王舉元,王舉元 (1795) - Ego,entry,6,宋,,,科舉學校: 恩賜出身、特賜出身等
x6,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,1773,40,王詔,王詔 (1773) - Son,,6,宋,,,
x5,y1,,0,,,,0,,,,
x6,y1,25663,20,趙君章,趙君章 (25663) - Son-in-law,,0,,,,
