group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,20264,-100,劉審奇,劉審奇 (20264) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,120099,-100,劉審琦,劉審琦 (120099) - Father,,0,,,,
x7,y3,1022,60,李溥,李溥 (1022) - Father-in-law (wife's father),,2,宋,0,0,胥吏出職
x1,y2,20269,40,劉滬,劉滬 (20269) - Fifth son,,0,,,,
x2,y2,20275,40,劉渭,劉渭 (20275) - Fourth son,,0,,,,
x3,y2,20266,-20,劉文遠,劉文遠 (20266) - Elder brother,,0,,,,
x4,y2,20265,-20,劉文裕,劉文裕 (20265) - Elder brother,,0,,,,
x5,y2,1247,100,劉文質,劉文質 (1247) - Ego,entry,10,宋,965,1028,軍員轉補
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,20273,40,劉諶,劉諶 (20273) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,20268,40,劉渙,劉渙 (20268) - Third son,,0,,,,
x7,y1,,0,,,,0,,,,
