group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3268,-100,莊詢,莊詢 (3268) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,3231,40,蔣慶祖,蔣慶祖 (3231) - Granddaughter's husband,,0,,,,
x5,y2,545,100,莊徽,莊徽 (545) - Ego,entry,6,宋,1043,1120,科舉: 進士(籠統) (1079)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,16732,40,莊安詩,莊安詩 (16732) - Nephew (brother's son),,0,,,,
x4,y1,1737,20,董將,董將 (1737) - Son-in-law,,1,宋,0,0,科舉: 進士(籠統) (1118)
x5,y1,,0,,,,0,,,,
x6,y1,3964,20,王剛,王剛 (3964) - Son-in-law,,0,,,,
x7,y1,11794,40,莊安常,莊安常 (11794) - Second son,,0,,,,
