group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,119170,-40,郭氏(王昭遠祖母),郭氏(王昭遠祖母) (119170) - Mother,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1780,100,王繼昇,王繼昇 (1780) - Ego,entry,5,宋,925,988,軍員轉補
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,21981,40,王昭遠,王昭遠 (21981) - Son,,0,,,,
x4,y1,21982,40,王昭懿,王昭懿 (21982) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,21983,40,王昭遜,王昭遜 (21983) - Son,,0,,,,
x7,y1,37682,40,王昭遠,王昭遠 (37682) - First son,,0,,,,
