group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3117,-100,詹良臣,詹良臣 (3117) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,168,100,詹大方,詹大方 (168) - Ego,entry,6,宋,0,1148,科舉: 進士(籠統) (1115)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,13346,40,詹百之,詹百之 (13346) - Nephew (brother's son),,0,,,,
x4,y1,13347,40,詹,詹 (13347) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,3116,40,詹徽之,詹徽之 (3116) - Son,,0,,,,
x7,y1,7146,40,詹靖之,詹靖之 (7146) - Son,,0,,,,
x8,y1,3118,40,詹表民,詹表民 (3118) - Grandson,,0,,,,
