group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,16120,-100,蔣滂,蔣滂 (16120) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,7324,60,沈扶,沈扶 (7324) - Father-in-law (wife's father),,0,,,,
x7,y3,465,-20,蔣堂,蔣堂 (465) - Uncle (father's brother),,8,宋,980,1054,科舉: 進士(籠統) (1012)
x2,y2,10452,40,蔣瑎,蔣瑎 (10452) - Youngest son,,0,,,,
x3,y2,3233,-20,蔣之美,蔣之美 (3233) - Younger brother,,0,,,,
x4,y2,16138,-20,蔣之翰,蔣之翰 (16138) - Elder brother,,0,,,,
x5,y2,461,100,蔣之奇,蔣之奇 (461) - Ego,entry,10,宋,1031,1104,科舉: 進士(籠統) (1057)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,466,40,蔣璨,蔣璨 (466) - Nephew (brother's son),,3,宋,1085,1159,科舉: 進士(籠統) (1148)
x4,y1,3234,40,蔣珍,蔣珍 (3234) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,16193,40,蔣興祖,蔣興祖 (16193) - Grandson,,0,,,,
x7,y1,10456,40,蔣芾,蔣芾 (10456) - Great-grandson,,0,,,,
