group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y4,,0,,,,0,,,,
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,17100,-40,謝深甫,謝深甫 (17100) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,727,-100,謝絳,謝絳 (727) - Father,,13,宋,994,1039,科舉: 進士(籠統) (1015)
x5,y3,,0,,,,0,,,,
x6,y3,1593,60,唐介,唐介 (1593) - Father-in-law (wife's father),,12,宋,1010,1069,科舉: 進士(籠統) (1030)
x2,y2,1760,-20,王安禮,王安禮 (1760) - Younger sister's husband,,12,宋,1034,1095,科舉: 進士(籠統) (1061)
x3,y2,18537,-20,謝景回,謝景回 (18537) - Younger brother,,0,,,,
x4,y2,7240,-20,謝景平,謝景平 (7240) - Younger brother,,0,,,,
x5,y2,728,100,謝景溫,謝景溫 (728) - Ego,entry,6,宋,,,科舉: 進士(籠統) (1049)
x6,y2,,0,,,,0,,,,
