group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,7140,-100,錢忱,錢忱 (7140) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,1010,60,李莊,李莊 (1010) - Father-in-law (wife's father),,1,宋,0,0,
x7,y3,,0,,,,0,,,,
x2,y2,24269,40,錢慶祖,錢慶祖 (24269) - Grand-nephew (brother's grandson),,0,,,,
x3,y2,16209,40,錢當,錢當 (16209) - Only son,,0,,,,
x4,y2,3041,-20,錢端義,錢端義 (3041) - Cousin (father's brother's son),,0,,,,
x5,y2,150,100,錢端禮,錢端禮 (150) - Ego,entry,9,宋,1109,1177,科舉學校: 恩賜出身、特賜出身等 (1164)
x6,y2,52345,-80,高氏(錢端禮妻),高氏(錢端禮妻) (52345) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,22067,40,錢竽,錢竽 (22067) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,16210,20,趙愭,趙愭 (16210) - Son-in-law,,0,,,,
x7,y1,3033,40,錢象祖,錢象祖 (3033) - Grandson,,0,,,,
