group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,11832,-100,范舜舉,范舜舉 (11832) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,2056,60,葉宗諤,葉宗諤 (2056) - Father-in-law (wife's father),,2,宋,0,0,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,575,100,范如圭,范如圭 (575) - Ego,entry,6,宋,1102,1160,科舉: 正奏名進士 (1128)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,43588,40,范念德,范念德 (43588) - Son,,0,,,,
x4,y1,11833,20,劉玶,劉玶 (11833) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,119659,40,范念祖,范念祖 (119659) - First son,,0,,,,
x7,y1,119658,40,范念茲,范念茲 (119658) - Third son,,0,,,,
