group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y2,,0,,,,0,,,,
x2,y2,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,7138,-20,強至,強至 (7138) - Unknown relationship,,0,,,,
x5,y2,521,100,朱巽,朱巽 (521) - Ego,entry,9,宋,0,0,
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,5126,20,朱氏(曾公望妻),朱氏(曾公望妻) (5126) - Daughter,,0,,,,
x2,y1,27091,40,朱齊卿,朱齊卿 (27091) - Nephew (brother's son),,0,,,,
x3,y1,16667,40,朱壽昌,朱壽昌 (16667) - Son,,0,,,,
x4,y1,3908,20,曾公望,曾公望 (3908) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,21269,20,孫A,孫A (21269) - Son-in-law,,0,,,,
x7,y1,1514,40,孫長卿,孫長卿 (1514) - Grandson (daughter's son),,5,宋,1004,1069,恩蔭(籠統)
x8,y1,526,40,朱明之,朱明之 (526) - Grandson,,3,宋,0,0,科舉: 進士(籠統) (1049)
x9,y1,27104,40,朱介之,朱介之 (27104) - Grandson,,0,,,,
