group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,13673,-100,張誼,張誼 (13673) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,13682,-20,張良臣,張良臣 (13682) - Lineal descendant,,0,,,,
x2,y2,4144,40,晏成裕,晏成裕 (4144) - Granddaughter's husband,,0,,,,
x3,y2,11666,-20,張汝士,張汝士 (11666) - Clan nephew,,0,,,,
x4,y2,280,40,張師德,張師德 (280) - Tenth son,,6,宋,0,0,科舉: 進士(籠統) (1011)
x5,y2,185,100,張去華,張去華 (185) - Ego,entry,18,宋,938,1006,科舉: 進士(籠統) (961)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,39731,20,張氏(向敏中妻),張氏(向敏中妻) (39731) - Daughter,,0,,,,
x2,y1,282,40,張師顏,張師顏 (282) - Son,,3,宋,0,0,
x3,y1,13674,40,張師錫,張師錫 (13674) - Son,,0,,,,
x4,y1,13675,40,張師皋,張師皋 (13675) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,13676,40,張師古,張師古 (13676) - Son,,0,,,,
x7,y1,26518,40,張師雄,張師雄 (26518) - Son,,0,,,,
x8,y1,705,20,向敏中,向敏中 (705) - Son-in-law,,53,宋,948,1019,科舉: 進士(籠統) (980)
x9,y1,119954,40,張師顔,張師顔 (119954) - Third son,,0,,,,
