group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,3762,-100,蘇洵,蘇洵 (3762) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,5106,-100,程氏(蘇洵妻),程氏(蘇洵妻) (5106) - Father,,0,,,,
x7,y3,5106,-40,程氏(蘇洵妻),程氏(蘇洵妻) (5106) - Mother,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,19170,40,蘇嶠,蘇嶠 (19170) - Grand-nephew (brother's grandson),,0,,,,
x2,y2,19181,40,蘇遜,蘇遜 (19181) - Youngest son,,0,,,,
x3,y2,3767,-20,蘇軾,蘇軾 (3767) - Elder brother,,0,,,,
x4,y2,1674,-20,岑象求,岑象求 (1674) - Marriage relative,,1,宋,0,0,科舉: 進士(籠統)
x5,y2,1493,100,蘇轍,蘇轍 (1493) - Ego,entry,28,宋,1039,1112,科舉: 進士(籠統) (1057)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,5342,20,蘇氏(蘇轍女),蘇氏(蘇轍女) (5342) - Daughter,,0,,,,
x2,y1,19168,40,蘇過,蘇過 (19168) - Nephew (brother's son),,0,,,,
x3,y1,19173,40,蘇逈,蘇逈 (19173) - Son,,0,,,,
x4,y1,19175,40,蘇适,蘇适 (19175) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,20315,20,曾F,曾F (20315) - Son-in-law,,0,,,,
x7,y1,22214,20,王適,王適 (22214) - Son-in-law,,0,,,,
x8,y1,38457,20,文務光,文務光 (38457) - Son-in-law,,0,,,,
x9,y1,1491,40,蘇遲,蘇遲 (1491) - First son,,18,宋,0,1155,薦舉 (保任)
