group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,19598,-100,李公彥,李公彥 (19598) - Father,,0,,,,
x4,y3,45977,-100,李公彥,李公彥 (45977) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,41260,-40,孫氏(李公彥妻),孫氏(李公彥妻) (41260) - Mother,,0,,,,
x7,y3,45978,-40,孫氏(李公彥妻),孫氏(李公彥妻) (45978) - Mother,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1005,100,李擢,李擢 (1005) - Ego,entry,6,宋,,1191,科舉: 進士(籠統) (1100)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,19599,40,李益謙,李益謙 (19599) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,19600,40,李益能,李益能 (19600) - Son,,0,,,,
x7,y1,,0,,,,0,,,,
