group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,20179,-40,林揆,林揆 (20179) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x8,y4,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1169,100,林特,林特 (1169) - Ego,entry,6,宋,0,0,納土授官
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,20181,40,林克儉,林克儉 (20181) - Nephew (brother's son),,0,,,,
x4,y1,27024,40,林湜,林湜 (27024) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,1172,40,林濰,林濰 (1172) - First son,,1,宋,0,0,恩蔭(籠統)
x7,y1,20180,40,林洙,林洙 (20180) - Second son,,0,,,,
x8,y1,20201,40,林氏(趙頊妃),林氏(趙頊妃) (20201) - Granddaughter,,0,,,,
