group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,20649,-100,呂璹,呂璹 (20649) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,91,60,陳從易,陳從易 (91) - Father-in-law (wife's father),,3,宋,0,0,科舉: 進士(籠統)
x7,y3,,0,,,,0,,,,
x1,y2,12793,-20,呂修卿,呂修卿 (12793) - Younger second cousin's son,,0,,,,
x2,y2,1329,-20,呂溫卿,呂溫卿 (1329) - Younger brother,,3,宋,0,1099,恩蔭(籠統)
x3,y2,1302,-20,呂和卿,呂和卿 (1302) - Younger brother,,3,宋,0,0,薦舉 (保任)
x4,y2,1309,-20,呂惠卿,呂惠卿 (1309) - Elder brother,,12,宋,1032,1111,科舉: 正奏名進士 (1057)
x5,y2,1323,100,呂升卿,呂升卿 (1323) - Ego,entry,11,宋,0,0,科舉: 進士(籠統) (1070)
x6,y2,5085,-80,陳氏(呂升卿妻),陳氏(呂升卿妻) (5085) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,37476,40,呂洪,呂洪 (37476) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,37477,40,呂洞,呂洞 (37477) - Second son,,0,,,,
x7,y1,37478,40,呂洋,呂洋 (37478) - Third son,,0,,,,
