group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,17151,-20,李毅,李毅 (17151) - Uncle (father's brother),,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1092,100,李大臨,李大臨 (1092) - Ego,entry,5,宋,,,科舉: 進士(籠統) (1038)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,19692,40,李騊,李騊 (19692) - Son,,0,,,,
x4,y1,19662,40,李陶,李陶 (19662) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,19661,40,李隲,李隲 (19661) - Second son,,0,,,,
x7,y1,41063,40,李蕃,李蕃 (41063) - Great-grandson,,0,,,,
