group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,7105,-100,謝濤,謝濤 (7105) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,18537,40,謝景回,謝景回 (18537) - Youngest son,,0,,,,
x2,y2,18537,40,謝景回,謝景回 (18537) - Fourth son,,0,,,,
x3,y2,909,-20,高惠運,高惠運 (909) - Second wife's father,,1,宋,0,0,科舉: 進士(籠統) (989)
x4,y2,18445,-20,夏侯晟,夏侯晟 (18445) - First wife's father,,0,,,,
x5,y2,727,100,謝絳,謝絳 (727) - Ego,entry,13,宋,994,1039,科舉: 進士(籠統) (1015)
x6,y2,52391,-80,高氏(夏侯氏妻),高氏(夏侯氏妻) (52391) - Wife,,0,,,,
x7,y2,5051,-20,夏侯氏(謝絳妻),夏侯氏(謝絳妻) (5051) - First wife,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,1897,20,王存,王存 (1897) - Son-in-law,,8,宋,1023,1101,科舉: 進士(籠統) (1046)
x3,y1,7272,20,李處厚,李處厚 (7272) - Son-in-law,,0,,,,
x4,y1,7239,40,謝景初,謝景初 (7239) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,728,40,謝景溫,謝景溫 (728) - Second son,,6,宋,,,科舉: 進士(籠統) (1049)
x7,y1,7240,40,謝景平,謝景平 (7240) - Third son,,0,,,,
x8,y1,5394,40,謝氏(胥茂諶妻),謝氏(胥茂諶妻) (5394) - Granddaughter,,0,,,,
