group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,10675,-100,杜遂良,杜遂良 (10675) - Father,,0,,,,
x4,y3,21183,60,相里A,相里A (21183) - Father-in-law (wife's father),,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,21134,-20,杜垂象,杜垂象 (21134) - Uncle (father's brother),,0,,,,
x7,y3,1723,-40,某氏(杜衍母),某氏(杜衍母) (1723) - Mother,,1,宋,0,0,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,,0,,,,0,,,,
x2,y2,,0,,,,0,,,,
x3,y2,21131,40,杜昌期,杜昌期 (21131) - Grand-nephew (brother's grandson),,0,,,,
x4,y2,10670,40,杜縝,杜縝 (10670) - Grand-nephew (brother's grandson),,0,,,,
x5,y2,1730,100,杜衍,杜衍 (1730) - Ego,entry,15,宋,978,1057,科舉: 進士(籠統) (1008)
x6,y2,5127,-80,相里氏(相里A女),相里氏(相里A女) (5127) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,135497,20,杜氏(蘇舜欽妻),杜氏(蘇舜欽妻) (135497) - Daughter,,0,,,,
x2,y1,3925,40,杜諲,杜諲 (3925) - Nephew (brother's son),,0,,,,
x3,y1,21137,40,杜誼,杜誼 (21137) - Nephew (brother's son),,0,,,,
x4,y1,1502,20,蘇液,蘇液 (1502) - Son-in-law,,4,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,7064,20,蘇舜欽,蘇舜欽 (7064) - Son-in-law,,0,,,,
x7,y1,3921,40,杜詵,杜詵 (3921) - First son,,0,,,,
x8,y1,10681,40,杜訢,杜訢 (10681) - Second son,,0,,,,
x9,y1,10680,40,杜綰,杜綰 (10680) - Grandson,,0,,,,
