group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y3,,0,,,,0,,,,
x5,y3,3150,60,張奎,張奎 (3150) - Father-in-law (wife's father),,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,941,100,龔原,龔原 (941) - Ego,entry,4,宋,0,0,科舉: 進士(籠統) (1063)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,10188,40,龔相,龔相 (10188) - Grandson,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,11558,40,龔楫,龔楫 (11558) - Grandson,,0,,,,
x7,y1,10189,40,龔頤正,龔頤正 (10189) - Great-grandson,,0,,,,
