group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,,0,,,,0,,,,
x5,y4,1953,-40,文彥博,文彥博 (1953) - Grandfather,,14,宋,1006,1097,科舉: 進士(籠統) (1027)
x6,y4,,0,,,,0,,,,
x4,y3,22297,-100,文恭祖,文恭祖 (22297) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,1662,60,蔡延慶,蔡延慶 (1662) - Father-in-law (wife's father),,5,宋,1029,1090,科舉: 進士(籠統)
x4,y2,,0,,,,0,,,,
x5,y2,1954,100,文永世,文永世 (1954) - Ego,entry,4,宋,0,0,
x6,y2,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,1320,20,呂弸中,呂弸中 (1320) - Son-in-law,,8,宋,1090,1146,其他蔭補(確定非聖節、大禮、致仕、遺表、死事蔭補)
x6,y1,,0,,,,0,,,,
