group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,3039,-100,錢倧,錢倧 (3039) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,3037,-20,錢俶,錢俶 (3037) - Uncle (father's brother),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x2,y2,8006,-20,錢惟演,錢惟演 (8006) - Elder brother,,0,,,,
x3,y2,3035,-20,錢昆,錢昆 (3035) - Elder brother,,0,,,,
x4,y2,8005,-20,錢若水,錢若水 (8005) - Clan uncle,,0,,,,
x5,y2,146,100,錢易,錢易 (146) - Ego,entry,11,宋,,,科舉: 正奏名進士 (999)
x6,y2,119389,-80,盛氏(錢易妻),盛氏(錢易妻) (119389) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,7010,40,錢彥遠,錢彥遠 (7010) - Son,,0,,,,
x4,y1,13109,40,錢明逸,錢明逸 (13109) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7170,20,張宗古,張宗古 (7170) - Son-in-law,,0,,,,
x7,y1,275,40,張升卿,張升卿 (275) - Grandson (daughter's son),,13,宋,0,0,
x8,y1,145,40,錢勰,錢勰 (145) - Grandson,,12,宋,1034,1097,科舉: 舉制科不第 (1069)
