group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,14274,-100,胡承師,胡承師 (14274) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,4167,60,陳文諭,陳文諭 (4167) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x2,y2,1897,40,王存,王存 (1897) - Granddaughter's husband,,8,宋,1023,1101,科舉: 進士(籠統) (1046)
x3,y2,1887,40,王庭老,王庭老 (1887) - Granddaughter's husband,,1,宋,0,0,
x4,y2,18866,40,胡淮,胡淮 (18866) - Fourth son,,0,,,,
x5,y2,829,100,胡則,胡則 (829) - Ego,entry,11,宋,963,1039,科舉: 進士(籠統) (989)
x6,y2,5055,-80,陳氏(胡則妻),陳氏(胡則妻) (5055) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,14277,40,胡稷言,胡稷言 (14277) - Nephew (brother's son),,0,,,,
x4,y1,7339,20,蘇璠,蘇璠 (7339) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7402,20,葉參,葉參 (7402) - Son-in-law,,0,,,,
x7,y1,7249,40,胡楷,胡楷 (7249) - First son,,0,,,,
x8,y1,7250,40,胡湘,胡湘 (7250) - Second son,,0,,,,
