group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,16529,-100,周造,周造 (16529) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,7214,60,范仲溫,范仲溫 (7214) - Father-in-law (wife's father),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x2,y2,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,2120,100,周師厚,周師厚 (2120) - Ego,entry,9,宋,0,0,科舉: 進士(籠統) (1053)
x6,y2,5023,-80,范氏(周師厚妻),范氏(周師厚妻) (5023) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x2,y1,7128,20,陳瓘,陳瓘 (7128) - Son-in-law,,0,,,,
x3,y1,13220,20,毛濛,毛濛 (13220) - Son-in-law,,0,,,,
x4,y1,16532,20,俞偉,俞偉 (16532) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7194,40,周鍔,周鍔 (7194) - First son,,0,,,,
x7,y1,16530,40,周銖,周銖 (16530) - Second son,,0,,,,
x8,y1,16531,40,釋慧印,釋慧印 (16531) - Third son,,0,,,,
