group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,183,-100,張齊賢,張齊賢 (183) - Father,,11,宋,943,1014,科舉: 進士(籠統) (977)
x5,y3,,0,,,,0,,,,
x6,y3,119941,-20,張昭度,張昭度 (119941) - Uncle (father's brother),,0,,,,
x7,y3,,0,,,,0,,,,
x2,y2,13603,-20,張宗諒,張宗諒 (13603) - Younger brother,,0,,,,
x3,y2,13602,-20,張宗理,張宗理 (13602) - Younger brother,,0,,,,
x4,y2,3167,-20,張宗簡,張宗簡 (3167) - Younger brother,,0,,,,
x5,y2,305,100,張宗誨,張宗誨 (305) - Ego,entry,8,宋,969,1045,科舉: 制舉 (籠統)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,7171,40,張子皋,張子皋 (7171) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,119963,40,張子臯,張子臯 (119963) - First son,,0,,,,
x7,y1,13606,40,張子憲,張子憲 (13606) - Second son,,0,,,,
