group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,16763,-100,范鍇,范鍇 (16763) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,3279,-20,范鎮,范鎮 (3279) - Uncle (father's brother),,0,,,,
x7,y3,13874,-20,范鎡,范鎡 (13874) - Uncle (father's brother),,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,3277,40,范仲穀,范仲穀 (3277) - Great-grand-nephew,,0,,,,
x2,y2,16768,40,范祖義,范祖義 (16768) - Fourth son,,0,,,,
x3,y2,7346,-20,宋端平,宋端平 (7346) - Second wife's father,,0,,,,
x4,y2,7180,-20,趙從古,趙從古 (7180) - First wife's father,,0,,,,
x5,y2,578,100,范百祿,范百祿 (578) - Ego,entry,14,宋,1030,1094,科舉: 制舉 (籠統)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,7242,20,鮮于群,鮮于群 (7242) - Son-in-law,,0,,,,
x3,y1,13786,20,張宇,張宇 (13786) - Son-in-law,,0,,,,
x4,y1,18408,40,范祖德,范祖德 (18408) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,26439,40,范祖修,范祖修 (26439) - Second son,,0,,,,
x7,y1,10827,40,范祖述,范祖述 (10827) - Third son,,0,,,,
x8,y1,10828,40,范漼,范漼 (10828) - Grandson,,0,,,,
x9,y1,13778,40,范仲較,范仲較 (13778) - Great-grandson,,0,,,,
