group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,17736,-100,王兼皇,王兼皇 (17736) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,119741,-20,王宗元,王宗元 (119741) - Uncle (father's brother),,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,3988,-20,王,王 (3988) - Younger brother,,0,,,,
x2,y2,1911,-20,王皞,王皞 (1911) - Younger brother,,4,宋,0,0,科舉: 進士(籠統) (1009)
x3,y2,8076,-20,李沆,李沆 (8076) - Second wife's father,,0,,,,
x4,y2,8076,-20,李沆,李沆 (8076) - First wife's father,,0,,,,
x5,y2,1901,100,王曾,王曾 (1901) - Ego,entry,18,宋,978,1038,科舉: 進士(籠統) (1002)
x6,y2,38330,-80,李氏(王曾妻),李氏(王曾妻) (38330) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,1824,40,王繹,王繹 (1824) - Nephew (brother's son),,7,宋,0,0,
x4,y1,38331,40,王紹,王紹 (38331) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,7328,20,沈惟溫,沈惟溫 (7328) - Son-in-law,,0,,,,
x7,y1,119721,40,王縡,王縡 (119721) - First son,,0,,,,
x8,y1,1824,40,王繹,王繹 (1824) - Adopted son,,7,宋,0,0,
