group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3377,60,徐某(施昌言岳父),徐某(施昌言岳父) (3377) - Father-in-law (wife's father),,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x3,y2,20980,-20,施康年,施康年 (20980) - Clan 6th-gen descendant,,0,,,,
x4,y2,20978,40,施遜,施遜 (20978) - Fifth son,,0,,,,
x5,y2,1464,100,施昌言,施昌言 (1464) - Ego,entry,7,宋,0,1064,科舉: 正奏名進士
x6,y2,5099,-80,徐氏(施昌言妻),徐氏(施昌言妻) (5099) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,20979,40,施遠,施遠 (20979) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,43169,40,施邈,施邈 (43169) - Son,,0,,,,
x7,y1,1469,40,施述,施述 (1469) - Second son,,1,宋,0,0,科舉: 進士(籠統)
