group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,,0,,,,0,,,,
x5,y4,38358,-40,王祐,王祐 (38358) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,21967,-100,王士安,王士安 (21967) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1860,100,王博文,王博文 (1860) - Ego,entry,4,宋,973,1038,科舉學校: 恩賜出身、特賜出身等
x6,y2,,0,,,,0,,,,
x4,y1,1771,40,王疇,王疇 (1771) - Son,,1,宋,1007,1065,科舉: 進士(籠統) (1030)
x5,y1,,0,,,,0,,,,
x6,y1,1885,40,王田,王田 (1885) - Son,,5,宋,991,1065,科舉: 進士(籠統)
