group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,18283,-40,王甲,王甲 (18283) - Great-grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,18284,-40,王徽,王徽 (18284) - Grandfather,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,18285,-100,王璉,王璉 (18285) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1912,100,王子輿,王子輿 (1912) - Ego,entry,5,宋,,1002,科舉: 進士(籠統) (983)
x6,y2,119463,-80,劉氏(王子輿妻),劉氏(王子輿妻) (119463) - Wife,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,119718,40,王道宗,王道宗 (119718) - Son,,0,,,,
x6,y1,,0,,,,0,,,,
