group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,21315,-100,孫億,孫億 (21315) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x3,y2,,0,,,,0,,,,
x4,y2,1535,-20,孫覽,孫覽 (1535) - Younger brother,,6,宋,1043,1101,科舉: 正奏名進士 (1065)
x5,y2,1521,100,孫覺,孫覺 (1521) - Ego,entry,7,宋,1028,1090,科舉: 正奏名進士 (1049)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x3,y1,5058,20,孫氏(黃庭堅妻),孫氏(黃庭堅妻) (5058) - Daughter,,0,,,,
x4,y1,1530,40,孫端,孫端 (1530) - Son,,3,宋,0,0,
x5,y1,,0,,,,0,,,,
x6,y1,46104,40,孫端,孫端 (46104) - Son,,0,,,,
x7,y1,7103,20,葉唐稷,葉唐稷 (7103) - Son-in-law,,0,,,,
x8,y1,7111,20,黃庭堅,黃庭堅 (7111) - Son-in-law,,0,,,,
