group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,8051,-40,韓維,韓維 (8051) - Great-great-grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,632,-20,韓球,韓球 (632) - Grand-uncle (grandfather's brother),,11,宋,,1150,
x7,y4,,0,,,,0,,,,
x3,y2,669,-20,韓元吉,韓元吉 (669) - Younger cousin (paternal),,11,宋,1118,1187,恩蔭(籠統)
x4,y2,182,-20,張祁,張祁 (182) - Second wife's father,,7,宋,0,0,恩蔭(籠統) (1129)
x5,y2,670,100,韓元龍,韓元龍 (670) - Ego,entry,8,宋,0,0,恩蔭(籠統)
x6,y2,37259,-20,張法言,張法言 (37259) - Second wife,,0,,,,
x7,y2,52511,-20,張法善,張法善 (52511) - Second wife,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,34758,20,魏大中,魏大中 (34758) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,37242,20,魏剛中,魏剛中 (37242) - Son-in-law,,0,,,,
x7,y1,,0,,,,0,,,,
