group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y3,,0,,,,0,,,,
x4,y3,262,-100,張沔,張沔 (262) - Father,,19,宋,983,1060,科舉: 正奏名進士 (1008)
x5,y3,,0,,,,0,,,,
x6,y3,3319,60,韓珫,韓珫 (3319) - Father-in-law (wife's father),,0,,,,
x3,y2,233,-20,張詢,張詢 (233) - Younger cousin (paternal),,4,宋,0,0,科舉: 進士(籠統) (1059)
x4,y2,332,-20,張詠,張詠 (332) - Elder brother,,6,宋,946,1015,科舉: 進士(籠統) (980)
x5,y2,229,100,張詵,張詵 (229) - Ego,entry,6,宋,,,科舉: 進士(籠統) (1038)
x6,y2,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,3179,40,張元素,張元素 (3179) - Nephew (brother's son),,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,1502,20,蘇液,蘇液 (1502) - Son-in-law,,4,宋,0,0,
