group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y4,,0,,,,0,,,,
x2,y4,,0,,,,0,,,,
x3,y4,,0,,,,0,,,,
x4,y4,146,-40,錢易,錢易 (146) - Grandfather,,11,宋,,,科舉: 正奏名進士 (999)
x5,y4,,0,,,,0,,,,
x6,y4,3039,-40,錢倧,錢倧 (3039) - Grandfather,,0,,,,
x7,y4,,0,,,,0,,,,
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,7010,-100,錢彥遠,錢彥遠 (7010) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,1300,60,呂居簡,呂居簡 (1300) - Father-in-law (wife's father),,3,宋,,,
x7,y3,13109,-20,錢明逸,錢明逸 (13109) - Uncle (father's brother),,0,,,,
x1,y2,16240,40,錢伯言,錢伯言 (16240) - Eighth son,,0,,,,
x2,y2,4150,40,錢魯望,錢魯望 (4150) - Fourth son,,0,,,,
x3,y2,275,-20,張升卿,張升卿 (275) - Wife's brother,,13,宋,0,0,
x4,y2,13104,-20,錢龢,錢龢 (13104) - Younger brother,,0,,,,
x5,y2,145,100,錢勰,錢勰 (145) - Ego,entry,12,宋,1034,1097,科舉: 舉制科不第 (1069)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,,0,,,,0,,,,
x4,y1,8148,20,王孝迪,王孝迪 (8148) - Son-in-law,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,22775,20,應通,應通 (22775) - Son-in-law,,0,,,,
x7,y1,,0,,,,0,,,,
