group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,,0,,,,0,,,,
x5,y4,3548,-40,李寅,李寅 (3548) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x4,y3,3505,-100,李虛舟,李虛舟 (3505) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,3504,-20,李虛己,李虛己 (3504) - Uncle (father's brother),,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1048,100,李寬,李寬 (1048) - Ego,entry,4,宋,1006,1065,恩蔭(籠統)
x6,y2,,0,,,,0,,,,
x4,y1,,0,,,,0,,,,
x5,y1,19716,40,李廉夫,李廉夫 (19716) - Nephew (brother's son),,0,,,,
x6,y1,,0,,,,0,,,,
