group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y4,,0,,,,0,,,,
x2,y4,,0,,,,0,,,,
x3,y4,,0,,,,0,,,,
x4,y4,4070,-40,葉義叟,葉義叟 (4070) - Grandfather,,0,,,,
x5,y4,,0,,,,0,,,,
x6,y4,49850,-40,劉氏(葉義叟妻),劉氏(葉義叟妻) (49850) - Grandmother,,0,,,,
x7,y4,49851,-40,謝氏(葉義叟妻),謝氏(葉義叟妻) (49851) - Grandmother,,0,,,,
x8,y4,,0,,,,0,,,,
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,22670,-100,葉助,葉助 (22670) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,49852,-40,晁氏(葉助妻),晁氏(葉助妻) (49852) - Mother,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,13547,-20,晁公耄,晁公耄 (13547) - Younger male cousin,,0,,,,
x2,y2,4062,-20,葉A,葉A (4062) - Cousin (father's brother's son),,0,,,,
x3,y2,339401,-20,葉道卿,葉道卿 (339401) - Great-grandfather's brother,,0,,,,
x4,y2,2045,-20,葉清臣,葉清臣 (2045) - Great-grandfather's brother,,7,宋,1000,1049,科舉: 正奏名進士 (1024)
x5,y2,2054,100,葉夢得,葉夢得 (2054) - Ego,entry,14,宋,1077,1148,科舉: 進士(籠統) (1097)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,49797,40,葉模,葉模 (49797) - Son,,0,,,,
x4,y1,22671,40,葉籈,葉籈 (22671) - Grandson,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,22672,40,葉箋,葉箋 (22672) - Grandson,,0,,,,
x7,y1,22673,40,葉籌,葉籌 (22673) - Grandson,,0,,,,
x8,y1,22676,40,葉簣,葉簣 (22676) - Grandson,,0,,,,
