group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x4,y4,,0,,,,0,,,,
x5,y4,8152,-40,王溥,王溥 (8152) - Grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x4,y3,3960,-100,王貽正,王貽正 (3960) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,9002,60,趙炅,趙炅 (9002) - Father-in-law (wife's father),,0,,,,
x7,y3,7093,-20,魏咸信,魏咸信 (7093) - Uncle (mother's brother),,0,,,,
x4,y2,,0,,,,0,,,,
x5,y2,1829,100,王貽永,王貽永 (1829) - Ego,entry,7,宋,0,0,恩蔭(籠統)
x6,y2,38089,-80,趙氏(王貽永妻),趙氏(王貽永妻) (38089) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x4,y1,22254,40,王道卿,王道卿 (22254) - Son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,44705,20,夏元昌,夏元昌 (44705) - Son-in-law,,0,,,,
x7,y1,,0,,,,0,,,,
