group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,1845,-40,王珪,王珪 (1845) - Grandfather,,30,宋,1019,1085,科舉: 進士(籠統) (1042)
x6,y4,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,7081,-100,王仲山,王仲山 (7081) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x3,y2,8007,40,秦熺,秦熺 (8007) - Illegitimate son,,0,,,,
x4,y2,22131,-20,王昞,王昞 (22131) - Younger brother,,0,,,,
x5,y2,1820,100,王㬇,王㬇 (1820) - Ego,entry,5,宋,0,1147,
x6,y2,385325,-80,鄭鄭氏(王?妻),鄭鄭氏(王?妻) (385325) - Wife,,0,,,,
