group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,,0,,,,0,,,,
x5,y3,3544,-100,李緯,李緯 (3544) - Father,,0,,,,
x6,y3,,0,,,,0,,,,
x7,y3,,0,,,,0,,,,
x8,y3,,0,,,,0,,,,
x1,y2,36420,20,宋玠,宋玠 (36420) - First daughter's husband,,0,,,,
x2,y2,36421,20,劉澤,劉澤 (36421) - Betrothed son-in-law,,0,,,,
x3,y2,15151,40,李伉,李伉 (15151) - Fourth son,,0,,,,
x4,y2,20025,-20,李純中,李純中 (20025) - Younger brother,,0,,,,
x5,y2,1078,100,李師中,李師中 (1078) - Ego,entry,10,宋,1013,1078,科舉: 進士(籠統) (1042)
x6,y2,,0,,,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,27568,40,李侃,李侃 (27568) - Nephew (brother's son),,0,,,,
x4,y1,15155,40,李修,李修 (15155) - First son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,27567,40,李价,李价 (27567) - Second son,,0,,,,
x7,y1,14254,40,李稱,李稱 (14254) - Third son,,0,,,,
x8,y1,3549,40,李宥,李宥 (3549) - Grandson,,0,,,,
