group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x2,y4,,0,,,,0,,,,
x3,y4,,0,,,,0,,,,
x4,y4,,0,,,,0,,,,
x5,y4,4038,-40,楊承休,楊承休 (4038) - Great-great-grandfather,,0,,,,
x6,y4,,0,,,,0,,,,
x7,y4,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,22508,-100,楊蠙,楊蠙 (22508) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,2024,-20,楊覃,楊覃 (2024) - Uncle (father's brother),,9,宋,958,1011,科舉: 進士(籠統) (983)
x7,y3,,0,,,,0,,,,
x2,y2,4042,40,楊沆,楊沆 (4042) - Fifth son,,0,,,,
x3,y2,7015,-20,張從吉,張從吉 (7015) - Second wife's father,,0,,,,
x4,y2,22511,-20,張保衡,張保衡 (22511) - First wife's father,,0,,,,
x5,y2,2029,100,楊大雅,楊大雅 (2029) - Ego,entry,12,宋,964,1032,科舉: 進士(籠統) (989)
x6,y2,5151,-20,張氏(楊大雅妻),張氏(楊大雅妻) (5151) - First wife,,0,,,,
x7,y2,5152,-20,張氏(楊大雅妻),張氏(楊大雅妻) (5152) - Second wife,,0,,,,
x2,y1,,0,,,,0,,,,
x3,y1,5094,20,楊氏(歐陽修妻),楊氏(歐陽修妻) (5094) - Daughter,,0,,,,
x4,y1,1384,20,歐陽修,歐陽修 (1384) - Son-in-law,,25,宋,,,科舉: 進士(籠統) (1030)
x5,y1,,0,,,,0,,,,
x6,y1,7280,20,李巖,李巖 (7280) - Son-in-law,,0,,,,
x7,y1,7392,20,溫嗣良,溫嗣良 (7392) - Son-in-law,,0,,,,
