group,variable,personID,value,text,info,entry,assoc_num,dynasty,yearBirth,yearDeath,examStatus
x1,y3,,0,,,,0,,,,
x2,y3,,0,,,,0,,,,
x3,y3,,0,,,,0,,,,
x4,y3,8043,-100,范仲淹,范仲淹 (8043) - Father,,0,,,,
x5,y3,,0,,,,0,,,,
x6,y3,7079,60,王質,王質 (7079) - Father-in-law (wife's father),,0,,,,
x7,y3,119413,-40,李氏(范純仁母),李氏(范純仁母) (119413) - Mother,,0,,,,
x8,y3,,0,,,,0,,,,
x9,y3,,0,,,,0,,,,
x1,y2,561,-20,范純粹,范純粹 (561) - Younger brother,,8,宋,1046,1117,恩蔭(籠統)
x2,y2,560,-20,范純禮,范純禮 (560) - Younger brother,,7,宋,1031,1106,恩蔭(籠統)
x3,y2,16745,-20,范純祐,范純祐 (16745) - Elder brother,,0,,,,
x4,y2,663,-20,韓宗道,韓宗道 (663) - Marriage relative,,6,宋,1027,1097,科舉: 進士(籠統) (1059)
x5,y2,559,100,范純仁,范純仁 (559) - Ego,entry,22,宋,1027,1101,科舉: 進士(籠統) (1049)
x6,y2,5029,-80,王氏(范純仁妻),王氏(范純仁妻) (5029) - Wife,,0,,,,
x7,y2,,0,,,,0,,,,
x8,y2,,0,,,,0,,,,
x9,y2,,0,,,,0,,,,
x1,y1,,0,,,,0,,,,
x2,y1,7194,40,周鍔,周鍔 (7194) - Nephew (sister's son),,0,,,,
x3,y1,16750,40,范正民,范正民 (16750) - First son,,0,,,,
x4,y1,7212,40,范正平,范正平 (7212) - Second son,,0,,,,
x5,y1,,0,,,,0,,,,
x6,y1,16751,40,范正思,范正思 (16751) - Third son,,0,,,,
x7,y1,3747,40,司馬樸,司馬樸 (3747) - Grandson (daughter's son),,0,,,,
x8,y1,20223,40,范直清,范直清 (20223) - Grandson,,0,,,,
x9,y1,3282,40,范公偁,范公偁 (3282) - Great-grandson,,0,,,,
